müte puulan ke;como que ya no tengo mucha capacidad;Like I don't have much capacity anymore;;;
müte puulaymi;no  puedes mucho;You can't much;;;
kutran lonko;dolor de cabeza;headache;;;
niekelaymi peñi eymi;hermano usted  no tiene  eso;brother you don't have that;;;
kutran longko kiñekemu;dolor de cabeza a veces;headache sometimes;;;
ka fey kutran longkoken;pero tambien sufro del dolor de cabeza;But I also suffer from headache;;;
fieuremu;por la fiebre;For fever;;;
hay me;ahi me da;He gives me;;;
chemkarmi longko;una puntada repentina en mi cabeza;A sudden stitch in my head;;;
y nge ka müte amukelay witrin;y mi vista tiende a acortarseme molesta;And my eyes tend to shorten myself upset;;;
feytichi kutran longkonmu;por ese  dolor de  cabeza;For that headache;;;
chem lawen;que  remedio;What a remedy;;;
putukeymi;tomas o ingieres;Takes or Ingieres;;;
ahí;ahi;over there;;;
feyta;entonces;so;;;
pesimeken lawen  pitalmu;voy a pedir en el hospital;I'm going to ask at the hospital;;;
femuechi elungen;asi me dieron;That's how they gave me;;;
konkeymi  pitalmu;entras  te tratas en el hospital;You enter the hospital;;;
fey;y;Y;;;
postamu kay amukeymi;en la posta tambien vas;In the post you also go;;;
postamu;en la posta;In the post;;;
ka fey;tambien;too;;;
küme atendengekeymün;y lo atiendien bien;And they serve it well;;;
deskansaken;descanso;break;;;
wingka lawen;la medicina occidental;Western medicine;;;
ka feyta suamtuy ta che;tambien la gente lo requiere;people also require it;;;
che;las personas;people;;;
inche kichuyawün;yo ando solo;I walk alone;;;
feyta mollfünmu amuypu;eso va en la sangre pues;That goes in the blood well then;;;
tami nge chumuelu kutrankey;y tus ojos por que te duelen;And your eyes because they hurt you;;;
chi;no;not;;;
ge feyta kutrankakelafuy peñi;hermano mis ojos no me  duelen;brother my eyes do not hurt me;;;
amukelay ñi witriñ müte;es solo que mi  vision se acorta;It's just that my vision is shortened;;;
llamllamkey;se empana la vision;Vision;;;
llamllamkey;se empana;It mists;;;
feyti müte amulay;eso no va mucho;That doesn't go much;;;
müte amulay ñi witriñ;no avanza mucho mi vision;My vision does not advance;;;
chumelu tami konün kutran;la  razon por la que esa enfermedad te entro;The reason why this disease entered you;;;
lawentukelafimi;no lo has tratado con medicamento;You have not treated it with medication;;;
lawentukelan;no lo he tratado con medicamento;I have not treated it with medication;;;
doy chemkey;se le empeora;It gets worse;;;
soyelkey;se empeora;It gets worse;;;
kiñepcha weni;un  viejo amigo;an old friend;;;
fey femuechi kontuyu kutran;a el le entro asi la enfermedad;To him, the disease is thus;;;
ayiy ñi kiduñi mongeal;el se queria mejorar;He wanted to improve;;;
chumgechi ta feleafun;como puedo estar asi;how can I be like this;;;
puwi pitalmu;llego asi al hospital;I arrive like this to the hospital;;;
chem pingekiama;que fue lo  que  le dijeron;What did they say;;;
pewelay pelowelay;no ve mas no ve mas;You see no more see;;;
pelowelay;ya no ve mas;He doesn't see anymore;;;
ina fey inauluwi;eso mas encima para su desgracia;That is more on your misfortune;;;
mapuche lawen mu;en la medicina mapuche;In Mapuche Medicine;;;
ka mülepelafuy lawen welu;tambien debe existir remedio;There must also be remedy;;;
mapuche lawenmu;en la medicina mapuche;In Mapuche Medicine;;;
ka fey müley;tambien existe;It also exists;;;
feyti peñi ka müley;hermano tambien  hay;Brother there is too;;;
ta rüngül pilun pingey;que se llama otitis;called otitis;;;
eymi pichi pilulimi tüfa;usted esta un poco sordo ahora parece;You are a little deaf now it seems;;;
femkelan ke;eso si que no pasa;That does not happen;;;
rüngül pilun kelaymi ke;dolor de oido si que no te da;Hearing pain does not give you;;;
femkelan;no sufro de eso;I do not suffer from that;;;
chumelu pichi allküwelaymi ta;y por que estas un poco sordo ahora;And why are you a little deaf now;;;
y;y;Y;;;
chumelu chi;porque sera;Because it will be;;;
feyta  ñi pilunmu;por mi sordera;For my deafness;;;
lululkülekey;suena incansablemente;Sounds tirelessly;;;
kmlafimi chumuelu;y   no sabes  por que;And you don't know why;;;
kimlafiñ;no se;I don't know;;;
witriñtuymangefuñ ñi pilun;me habian examinado mi oido;I had examined my ear;;;
nielaymi chem rume pingen;no tienes nada me dijeron;You have nothing they told me;;;
ka küchaymangeñ;tambien me lo lavaron;They also washed it;;;
peymangelaymi tami kutran;no te encontraron tu enfermedad;They did not find your illness;;;
peymangelan;no me encontraron;They didn't find me;;;
tunten tripantu rume faleymi;cuantos anos llevas asi;How many are you carrying like this;;;
mari tripantu;diez anos;ten years;;;
alü amuy deuma;ya llevo un buen tiempo;I've been a good time;;;
feyta wintufimi deuma;ahora ya te acostumbraste;Now you got used to;;;
chuman kay;y que puedo hacer;And what can I do;;;
chemnoli;si no me alivio;If I don't relieve me;;;
müley tañi  wimtuafiel;debo acostumbrarme;I must get used to;;;
feleal müten;tendra que ser asi nomas pues;will have to be like this, then;;;
feykam müten;eso nada mas;that, nothing more;;;
wauyukelaymi;no te da hemorragia nasal;It does not give you nasal bleeding;;;
wauyufengelaymi;no eres hemorragico;You are not hemorrhagic;;;
tami pu weni;tus amigos;your friends;;;
kiñeke wauyufengelay;algunos no son hemorragicos;Some are not bleeding;;;
fey kiñe ñi fotüm;uno de mis hijos;One of my children;;;
feyta wauyufengefuy;es hemorragico;It is hemorrhagic;;;
chem püsalan peñi;no me pasa eso;That doesn't happen to me;;;
soy duro;soy duro;I am hard;;;
chem elufimi;que le diste;what you gave him;;;
re pitalmu;solamente en el hospital;only in the hospital;;;
lüpümüymangey;se lo quemaron;They burned it;;;
ñi chem;se lo quemaron su;I burn his;;;
katrüy;se corto;It was short;;;
itro fill kutranmu;con distintas enfermedades;With different diseases;;;
llenoanta mülekey  ta che;es con la cual debe vivir la persona pues;It is with which the person must live then;;;
itro fill kutran pu peñi;distintas enfermedades hermano;different brother diseases;;;
fill kutran mu ta mülealu pu;debe estar con distintas enfermedades pues;must be with different diseases because;;;
chem wechake kutran;que enfermedades mas graves;What more serious diseases;;;
soy rupakey;ha sido mas frecuente por aqui;It has been more frequent here;;;
tami lof meu tamu kuyfi peñi;en tu comunidad aca antes hermano;In your community before brother;;;
tüfamu ta wesake kutran reke;aqui  las malas enfermedades casi;here the bad diseases almost;;;
ngekelay müte wechake kutran;no han sido muy frecuente las malas enfermedades;Bad diseases have not been very frequent;;;
ngekelay müte kutran;no han habido muchas enfermedades;There have not been many diseases;;;
kimfimi tüfey  trafentun;conoces el mal del encuentro con espiritus malignos;You know the evil of encounter with evil spirits;;;
yafüngewekelay;queda sin fuerza;It is without strength;;;
feymu ta trafentun mew;por eso por el  encuentro con espiritus malignos;That is why for the encounter with evil spirits;;;
chumuelu amchi;y por que  razon;And why reason;;;
kiñe fill che anta trafentukey;a cualquiera le da el encuentro con espiritus malignos;Anyone gives the encounter with evil spirits;;;
kam kiñeke che müten;o solo a lagunas personas solamente;or only to lagoons only;;;
kiñeke che müten;a solo algunas personas no mas;just some people no more;;;
ta kiñeke che müten;a algunas personas nomas;To some people no;;;
chumuelu chi trafentukey;por que sera que le da el encuentro con espiritus malignos;because it will be that he gives him the encounter with evil spirits;;;
che;a  las personas;to the people;;;
trawünmu müten;solo en las fiestas;Only at parties;;;
inakoneyutu;lo posee;He possesses it;;;
mewülen pingey;remolino se llama;swirl is called;;;
ta kiñe chem kechirke;es como una cosa;It's like one thing;;;
feyta ka fey llemay;ese tambien claro;That also clear;;;
ta poderalefi ta che;es lo que se apodera de la persona;It is what takes over the person;;;
mewülen;remolino;swirl;;;
weküfü tañi newen;la  fuerza del demonio;The devil's strength;;;
weküfu ñi newen;la  fuerza del  demonio;The devil's strength;;;
kiñeke che mewülentule;algunas personas cuando toman el remolino;Some people when they take the swirl;;;
welusuamafuy;pierde su conciencia;loses your conscience;;;
welusuamkey;pierde su conciencia;loses your conscience;;;
mülepey  lawen pitalmu;existira remedio en el  hospital;There will be a remedy in the hospital;;;
inichi mongelafuy feytichi;quien podria curar eso;who could cure that;;;
machi;la  machi;La Machi;;;
tüfachi mapumu mülechi lawen;la  medicina existente de esta tierra;The existing medicine of this land;;;
trapümngi feymu feyta chemi;lo juntan y por eso se alivia;They join it and that's why it relieves;;;
mongey;se mejora;It is improved;;;
feyti kiñe lawen;y un remedio;and a remedy;;;
trafen trafen pingi;que se llama trafentrafen;which is called trapentrafen;;;
pingey müley  faupüle;dicen que existe por aqui;They say it exists here;;;
tati trafen trafen;es bueno el trafen trafen;The traphen is good;;;
faupüle müley;poa aqui hay;Poa here is;;;
faupüle mawisamu müley;por aqui en las montes;here in the mountains;;;
pekan ngelay;no es muy comun;it is not very common;;;
feyti trafen trafen  elungey;cuando se les da ese trafen trafen;When they are given that trapn traphen;;;
seyulkunungey;lo  dejan mezclado  lo dejan mezclado;They leave it mixed they leave it mixed;;;
kake lawen engu;con otros remedios;With other remedies;;;
fey mongetuy trafentulu;y se mejora del mal del encuentro con espiritus malignos;And the evil of the encounter with evil spirits is improved;;;
tüfamu ka fey nien kiñe lawen;aca tambien tengo un remedio;here I also have a remedy;;;
pifülkon pingey pifülkon;pifulkon me dicen piflkon;Pifulkon tell me piflkon;;;
feyta müñetungekey;y  lo banan;And banan it;;;
feychi lawen mu;con ese remedio;With that remedy;;;
fey engün trapümngey  tati;con todo lo juntan pues;With everything they join then;;;
müñetungey kom chemngey;lo banan todo le hacen;They ban everything;;;
firkü komu;con agua fria;with cold water;;;
firküm kangey;lo emfrian;Emfrian him;;;
fey püña kunungetuy;y eso lo dejan pegado en el cuerpo;And that leaves him stuck in the body;;;
fey püña kunungetuy;y eso lo dejan pegado;And that leaves him stuck;;;
firküy;se enfria;He cooled;;;
itrofill lawen;distintos remedios;different remedies;;;
mülekey  ta mapumeu;existe en la tierra;exists on earth;;;
kimkelay müten ta lawen che tati;es solo que las personas no saben de los remedios;It's just that people don't know about remedies;;;
femi llemay chi;claro que si;of course;;;
pu che rume kimi lawen pingey;dicen que las personas saben mucho de la medicina;They say that people know a lot about medicine;;;
feyngepi tüfey  ka;eso sera tan asi;That will be like that;;;
mapuche ta re lawenmu;los mapuches con puro remedio;Mapuches with pure remedy;;;
feymu feyta;por esa razon;for that reason;;;
nien fill lawen mülen mapumu;tengo todo tipo de remedio que vive en la tierra;I have all kinds of remedy that lives on earth;;;
fey asümika;ella tiene el conocimiento;She has knowledge;;;
fill ka asümkay;sabe de todo tambien;Know everything too;;;
che iñchiñ mülekefuyin ka;nosotros las personas tambien viviamos;We people also lived;;;
kuyfi mapuche;antes los mapuches;Before the Mapuches;;;
rume yamkefuy meno ko pingey;respetaban muchos los lugares de agua dicen;They respected many water places say;;;
winkul mawisa;cerros y montanas;Cerros and Montanas;;;
feyngey  anta ti;eso era asi pues;That was so;;;
feyngey;eso era asi;That was like that;;;
chumuelu yamngekefuy meno ko;por que se les respetaba a las lagunas;because the lagoons were respected;;;
kufi chemu rume peufaluwi;antes por cualquier cosa se hacia ver;before for anything he did;;;
fill peufaluwi;de todo se hacia ver;everything was seen;;;
pengey;se vio;It was seen;;;
chem rume;por cualquier cosa;for anything;;;
menoko reke;como las lagunas;Like lagoons;;;
ta ngewelay reke;casi ya no hay;There is almost no;;;
pu püchakeche;los mayores;old;;;
kuyfi ta fentreniefuy;anten tuvo tantas cosas;Anten had so many things;;;
püchake;los mayores;old;;;
menoko;lagunas;Lagoons;;;
medio celoso kontufalafuy;debe estar hasta medio celoso;It must be half -jealous;;;
pengewelay feychi perimontun;ya no se ven ese tipo de visiones;They no longer see such visions;;;
perimontun;visiones sobrenaturales;supernatural visions;;;
puliwen rangiantü ka trafia rume;demanana como de medio dia hasta de noche;demand and half a day until night;;;
kuñiwüngekefuy pingey feyngi ti;era peligroso dicen eso era asi pues;It was dangerous say that was so;;;
feyngey mawidamu;eso era asi en los montes de quilas;That was like that in the Montes de Quilas;;;
mawisa ka fey niefuy newen;la montana tambien tuvo su poder;La Montana also had its power;;;
tiechi fücha ma;ese que es mas  viejo;The one that is older;;;
fücha winkul ti;el cerro mas viejo pues;The oldest hill then;;;
mawel lulul kümekekefuy;hacia llover torrencialmente;Tourly rained;;;
y ka kümengetual ka;y tambien para que hubiera buenos dias;And also to have good days;;;
chemkefuy trününkefuy;hacia tronar;Tronar;;;
cheu lifi;donde  corrio;Where I ran;;;
ngewelay mawida;ya no hay  montanas;There are no ribs;;;
ngewelay;ya  hay;there is already;;;
fey tiye;y alla;and beyond;;;
niewetulay newen;ya no tiene mas fuerza;It no longer has more strength;;;
iniam ta lipümi chi;quien pudo haberlo quemado pues;who could have burned it then;;;
wingka llemay;claro que fue el  wigka;Of course it was the wigka;;;
wingka lipumi;el huinca lo quemo;Huinca I burn;;;
feyti yamlay;ese no respeta;That does not respect;;;
wingka impolkatuy mawisa;el huinca a arrancado las quilas;THE HUINCA A TRENDED THE BLOCKS;;;
impolkatufi ta lawen;a arrancado las quilas;A targe;;;
nielu ngen lawen;quien tiene un dueno de la medicina;who has a medicine owner;;;
kom impolkafi;todo lo arranco;I start everything;;;
fey mapuche kuyfimu;a eso el mapuche antes;That's the Mapuche before;;;
rume yamkefuy;respetaba mucho;I respected a lot;;;
fey yamkefuy;esos respetaban;Those respected;;;
femngechi chem;asi de esas cosas;so of those things;;;
wimkul kontulafi rume menoko;ni siquiera los cerros lo ha invadido;Not even the hills have invaded him;;;
kimnefuy tañi nien newen;conocian su fuerza;They knew their strength;;;
mülen ta ngen ko;la existencia de un dueno de agua;The existence of a water owner;;;
fey yamnefi;eso le tiene respeto;that has respect;;;
fantenmu ngewelay;a esta altura ya no hay;At this point there is no longer;;;
wekeche ka;tambien los jovenes;Also young people;;;
fey lipümi femngechi chem;asi tambien quema de esas cosas;So burn those things;;;
feymu chi petu arküy ko;sera por eso que se estan secando las aguas;It will be that is why the waters are drying;;;
feula ngewelay ko;ahora ya no hay agua;Now there is no water;;;
femi llemay;claro eso es lo que pasa;Of course that's what happens;;;
fantenmu ta  ngewelay ko;a esta altura ya no hay agua;At this point there is no water;;;
pütrake anümkan;grandes plantaciones;Great plantations;;;
pinu kaliptu apümi ta mawisa;pino  eucfaliptos acabo con las quilas;Eucfaliptos pine I just;;;
apümi ko pingey;acabo con las aguas;I end the waters;;;
feyngi anta ti;no es cierto;It is not true;;;
ngelay femngechi anümkamu;no existian este tipo de planta;There were no plant type;;;
ikefi;lo consume;It consumes it;;;
pu fey fochifi pu;pues lo chupa pues;Well suck it then;;;
fochifi;lo chupa;I suck it;;;
wültutufuy ka;lo devuelve tambien;It returns it too;;;
femngechi amuli mongen;asi sigue la vida;So keep life;;;
kürüf kütu;hasta el viento;to the wind;;;
yamkefuy pingey;respetaba;respected;;;
feyngi anta tüfey;eso es asi;that's how it is;;;
feyngey;asi es;that's how it is;;;
müley küfüf;hay  viento de tormentas;there is storm wind;;;
ka  illamafuy che ka;asi como puede despreciar a la persona;as well as you can despise the person;;;
ka fey;eso tambien;that too;;;
ka fey;tambien eso;That's too;;;
welu kuyfi mapuche;pero antes los mapuches;But before the Mapuches;;;
rume yamkefuy küfüf pingey;respetaban muchisimo dicen;They respected a lot say;;;
feyngepi;asi dicen;that's what they say;;;
feyngi tati feyngi;eso es asi eso es asi;That's how;;;
porque fey kürüf;porque el  viento;Because the wind;;;
ka fey ta rume chemi llemay;tambien de repente es como;Suddenly it is like;;;
üñfi reke;danino;harmful;;;
impolkafi;lo tapa;cover it;;;
fey  feyti feula;y eso ahora;And that now;;;
fey  welu;pero eso;but that;;;
tamün feypieli teyka;lo que estan mencionado pues;What are mentioned then;;;
tüfa ta ngewelay;ahora ya no hay;Now there is no;;;
feychi rakiduam;ese pensamiento;that thought;;;
felelay ñi rakisuam;ya no esta asi su pensamiento;This is how his thought is no longer;;;
papeltun;el estudiar;he study;;;
papeltun müten;solamente el estudiar;Only study;;;
tañi chumngechi ñi kimel;el como aprende;He as learns;;;
chumlekefel ta sungu;como estan las cosas;how are the things going;;;
suamni;eso es lo que quiere;That's what you want;;;
suamni püchakeche kay;y los mayores quieren eso;And the elders want that;;;
aun kim papeltulay;ojala sepa de los estudios;I hope you know the studies;;;
chumlekefel kürüf;como era el viento;how was the wind;;;
fantenmu llemay;claro a esta altura;clear at this point;;;
ñi petu ina suam;el tomar  conciencia;becoming aware;;;
femi;eso pasa;that happen;;;
ngewelay ko;no hay mas agua;There is no more water;;;
ke leufu mangey;los rios aumentaban su caudal;The rivers increased their flow;;;
ko fillpüle fill mapu tripay;agua en todas partes de la  tierra sale;water everywhere on earth comes out;;;
winkulmu tripay ko;el cerro sale la tierra;The hill comes out the earth;;;
y wingka fey fantenmu;y los huincas en este  tiempo;And the huincas at this time;;;
fey iñche feyta ngen ko;y yo ahora soy el  dueno de agua;And now I'm the water owner;;;
ngenkauküli ti komu kütu;se cree dueno hasta de las aguas;He believes he owns up to the waters;;;
niefel tachi mapu;quien tiene esta tierra;who has this land;;;
katu wingka;tambien los huincas;Also the huincas;;;
mientra ko rüngangey;mentira el agua se  encuentra escavando;Lie the water is scratching;;;
wesa rakisuam ni katripache;mucha gente sale de malos pensamientos;Many people leave bad thoughts;;;
pichi key ka;tambien son bajitos;They are also short;;;
iñchiñ ngen ko;nosotros senores del agua;We are water;;;
ka ngen mapu;tambien duenos de la tierra;Also owners of the earth;;;
iñchiñ piki;nosotrosdice;We say;;;
wechakunukey  ka;lo deja muy mal pues;leaves it very bad then;;;
wesakunukey;lo deja muy mal;leaves it very bad;;;
piorapuy;se fue empeorando;He got worse;;;
soy wecha kunuy;ha hecho mas mal;has done more bad;;;
wesa kunuy;ha hecho mal;He has done wrong;;;
kiñe sungu müley;hay una cosa mas;There is one more thing;;;
kuyfi pütakeche;antes los mayores;before the elders;;;
chumuelu chi fenteke tukefuy mongen;por que sera que duraban tanto en vida;Why it will be that they lasted so long in life;;;
kutrankelafuyngün;no se enfermaban;They did not get sick;;;
rume küme askuyekefuymün;crecian muy robustos;They grow very robust;;;
rume küme mongen engün;muy buena vida;Very good life;;;
femi;eso paso;that happens;;;
püchakeche kiñe kulliñ reke;los mayores como un animal;the elderly as an animal;;;
femuechi mongen reke niefuy;como esa vida tenia;as that life had;;;
ikefuy ngüdoñ korü;comian sopas espesas;They ate thick soups;;;
chicha make;chicha de make;Make chicha;;;
pütokoy mürke;tomaban agua con harina tostada;They drink water with roasted flour;;;
npuyiñgun;buscaban mariscos;They were looking for shellfish;;;
yagel;comida;meal;;;
mapu tañi yagel;la comida de la tierra;Earth's food;;;
yagel mapu;la comida de la tierra;Earth's food;;;
yagel y fantenmu ngewelay pu;comida que a esta  altura ya no queda pues;food that at this point is no longer there;;;
taiñ mapuche ngen ngüdoñ;nosotros los mapuches dueno del yuyo;We the owner of the yuyo;;;
inekey ta ngüdoñ;se comia el yuyo;Yuyo ate;;;
korütuy;se hacia sopa;It was soup;;;
ngüsoñ  chuchimu tripaki peñi;el yuyo  donde sale  hermano;The Yuyo where brother comes out;;;
mau cheu müli küme mapumu;en la tierra donde hay buena tierra;On Earth where there is good land;;;
feymu tripay ngüsoñ;ahi sale el yuyo;Yuyo comes out;;;
küme mapu;buena tierra;good land;;;
funamu;en lo organico;in the organic;;;
müsatuwün  kachu tüfey;pasto para espesar ese;grass to thicken that;;;
ese kachu llemay;claro ese pasto;Of course that grass;;;
pi ta wingka;dice el  huinca;Huinca says;;;
ngüsoñ;yuyo;Yuyo;;;
ngüdoñ pi;yuyo dice;Yuyo says;;;
rume küme yagel tüfey fel;era un plato exquisito ese;It was an exquisite dish that;;;
pingekey;decen;decen;;;
que füchakeche peñi;que nuestros antepasados hermano;that our ancestors brother;;;
sengüll;porotos;PORTOS;;;
dengüll engu pisku pi;con poroto dice;With Poroto says;;;
y fantenmu ngewelay ese yin;y  a esta  altura  ya  no existe esa  forma de  comer;And at this point there is no longer that way of eating;;;
ka ilay feychi yagel;tampoco se come esa comida;either that food is eaten;;;
rume üllamtungetuy;se desprecia mucho;It despises a lot;;;
peumu;peumo;Peumo;;;
chumal kümefuy peumu ti;y para que sirve el peumo;And what is the peumo for;;;
yafükangey;lo hace mas fuerte;makes it stronger;;;
fe ti peñi peumu mamüll lawen;y ese peumo hermano es un remedio lenoso;And that brother brother is a lenious remedy;;;
chuchipüle igmangekefuy;que parte es la que se come;What part is the one that is eaten;;;
trawa tapül kam chod rayen;la cascara la hoja o la flor amarilla;The cascara the yellow leaf or flower;;;
fün fel;el  fruto;the fruit;;;
fünkey;da  fruto;Fruit;;;
fünkey;da fruto;Fruit;;;
chemlekey;asi  se  encuentra;This is how it is;;;
kelülekey;suele estar rojito;It is usually reddish;;;
füchakeche afüllkefuy afüllkefuy;lo mayores lo cocian;The elderly cook;;;
fey tati fochingey;eso lo chupaban;That sucked him;;;
ngadu;ngadu;Ngadu;;;
ngadu tripay mapumu kafuy;ngadu sale tambien en la tierra;Ngadu also comes out on earth;;;
ka fey tripay mapumu;tambien eso sale en la tierra;That's too;;;
fey sullingey;y eso se elige;And that is chosen;;;
mallu poñi rüke;como un pure de papas;Like a potato pure;;;
mallu poñi reke;como un pure de papas;Like a potato pure;;;
chellko korü engu ingi tati;con  una sopa de  papas  se come pues;With a potato soup you eat then;;;
kuwen poñi;papas asada;roasted potatoes;;;
kuwen sefolla;cebolla  asada;roasted onion;;;
ka ingekefuy pingey;tambien  se  comia;It also ate;;;
feyngey;eso  era asi;That was like that;;;
mültrün;catutos;Catutos;;;
musay mürke kom;tambien el muday con la harina tostada;also the muday with toasted flour;;;
feychi yagel;esa comida;that food;;;
welu mülekefuy;pero habia;but there was;;;
feyta  müliy may;claro existe eso;Of course there is that;;;
ti wentru niekenolu yall;el hombre que no puede procrear;The man who cannot procreate;;;
kafey ta mülefuy lawen tati;para eso tambien hay medicamento pues;For that there is also medication because;;;
porque mülekefuy lawen;porque habia remedio;Because I had remedied;;;
mayli pingefuy lawen;un remedio llamado  mayli;A remedy called Mayli;;;
koyammu mülekefuy;en los robles habia;In the oaks there were;;;
li;li;li;;;
kam may may likan;o es  likan;Or it's Likan;;;
püna tripakefuy;pegados salia;glued salt;;;
chumechi anta rupali tami antü tüfa;como esta pasando este dia;How is this day going;;;
feyta küme rupalekan;esta pasando bien;It's having a good time;;;
fey tayi trawupiyu ngati;pues nos juntamos lo dos pues;Well, we get together because;;;
tayn lamngenmu küpayafulu inche;en nuestra hermana iba a pasar yo;In our sister I was going to happen;;;
feyta eymimi gütramkayan;entonces usted para conversar;So you to talk;;;
famngechi sungu peñi;esa cosa pues hermano;That thing then brother;;;
piel felel troy dungu;por decir esta parte de la cosa;To say this part of the thing;;;
feyta arol eluwkülekapelafun;entonces no estaba preparado totalmente;Then I was not fully prepared;;;
femken amche eluwkapen;asi hace la gente por eso me prepare;So do people so prepare me;;;
weniy yeperkelayafiñ;creo que va  a ser mi amigo;I think it's going to be my friend;;;
maneluwi inchemu;confio en mi persona;I trust my person;;;
ramtuafi chem sungu rume;va preguntar cualquier cosa;whatever anything will ask;;;
incheham wume trekalelu deuma pin;yo como voy caminado primero ya dije;How are I walked first I already said;;;
feyta elu askapiyu ngati;es por eso que te di  buena cara;That's why I gave you a good face;;;
kimuwiyin ya peñi piyu;ya nos conocemos ya hermanos dijimos;We already know ourselves brothers we said;;;
atendekayayu tati;te voy a tender pues;I'm going to tend you then;;;
y ngemepaperkelan;y me vinieron haber;And they came to have;;;
eymi tami rukamew pieyu nga;en tu casa te dije pues;At home I told you then;;;
feyta küpaypu;entonces vino pues;Then came then;;;
küpapeyu;vinimos;We came;;;
fey inche e tami lamngen engu nütramkaken;entonces yo con mi hermana converso;So me with my sister convert;;;
fey ta kichu inche ñi lamngen;esa es mi propia hermana;That is my own sister;;;
kimi tüfi pikenew;sabe ese me dice;know that tells me;;;
fey inche manelkiyu tati peñi;es por eso yo lo considero pues hermano;That is why I consider it then brother;;;
incheta tüfichi küsaw niefin ti;yo este trabajo  tengo pues;I have this job then;;;
chumnechi ñi katrüngekel kutran;como se corta la conversacion;How the conversation is cut;;;
mapuchemew;en el mapuche;In the Mapuche;;;
kata chumngechi;este tambien como;This is also like;;;
tañi lawen tu ngiekel tüfi tati peñi;para hacerse remedio eso pues hermano;To do that, then brother;;;
feli tati peñi;asi es pues hermano;So it's brother;;;
felipu;asi es pues;That's right;;;
kuyfi we pichi wentrungelu;ante cuando era nino chico;Before when I was Nino Chico;;;
he chem kutran;he que enfermedad;I have illness;;;
wune kontueymu;el primero que tuviste;The first one you had;;;
tami mongenmew tüfi;en su vida eso;In your life that;;;
inche ya atakekerkefun kuifi peñi;yo tenia ataque ante hermano;I had an attack on brother;;;
atakekefun lakerkefun trünkefun;tenia ataque tenia epilepsia;had an attack had epilepsy;;;
feymu atake;por eso ataque;That's why attack;;;
feyta kürüf llemay;entonces el viento si pues;So the wind therefore;;;
konturkita kuerpumu;entro en el cuerpo;I enter the body;;;
fey famekeymakefuy piuke;ese estaba haciendo asi su corazon;That was doing his heart;;;
fey famtripakefun pu;entonces salia de lado pues;Then I left sideways;;;
feymu fey kutranchengen;ahi entonces fui una persona enferma;then I was a sick person;;;
arto inche;harto yo;I fed up;;;
feymu fey awelu awela niekefun;ahi entonces tenia abuela abuela tenia;then I had grandmother grandmother had;;;
fey pütakeche;es gentes mayores;He is older people;;;
fey pichi medikangefuy ñi awela;entonces era poca medica mi abuela;So there was little medical my grandmother;;;
feymu fey awelu ka;por eso entonces abuelo tambien;That's why then grandfather too;;;
awelu ta peñikangekelafuyka;abuelo no se trata de hermano pues;grandfather is not a brother because;;;
feyta aweli feyta kimfuy;entonces mi abuela esa si sabia;So my grandmother if I knew;;;
feymu fey y ñuke;por eso mi madre;That's why my mother;;;
fey feypirki tañi pichi wentru;ese le dijo su pequeno hombre;That told him his little man;;;
kutranli anay mama;esta enfermo si mama;is sick if mama;;;
lawentuymayan;tiene que hacerme remedio;You have to remedy me;;;
kullayu;te voy a pagarte;I'm going to pay you;;;
mañumtuayu;te lo voy agradecer;I will thank you;;;
pingeki tañi awela;le dicen mi abuela;My grandmother tell her;;;
feyta ya pirki tañi awela;entonces ya que habia dicho mi abuela;So since my grandmother had said;;;
feychi pütache;ese persona anciana;That old person;;;
fey kurewn;entonces lo matrimonio;Then marriage;;;
feypirki kanin;eso que habia dicho jote;what Jote had said;;;
ta tuwa tulelngeay;este se tiene que buscar;This one has to look for;;;
tachi pichi wentru kufün canintuay;este nino chico jote cocidos va comer;This child boy co -cooked feed;;;
kasuela kanin erke iyay;como cazuela de jote va comer;as jote casserole is eating;;;
fey ilotuafi;ese lo va carnear;That goes beaten;;;
femngechi kufün kanin tuay;asi jote cocidos  va hacer;Thus Cooked Jote will do;;;
feyta ka ilotuay;entonces tambien va comer carne;So you also go eating meat;;;
feymu ta newenngetuay;ahi va tener fuerza;There will be strength;;;
yafü piwke kontuay pirki;va tener corazon fuerte que dijo;It will have a strong heart that said;;;
fey femngen inchepu;entonces me hicieron eso a mi pues;Then they did that to me well;;;
elungen ta pichi wentru ngel;me dijeron cuando era nino chico;They told me when I was Nino Chico;;;
fey tungerki kiñe we pichi kanin;entonces lo casaron un jote nuevo;Then a new jote were married;;;
fey ilongi ti kanin;entonces lo carnearon el jote;Then the jota fucking him;;;
femngechi depumangi kom;asi lo desplumaron todo;Thus they collapsed everything;;;
fey achawall erke katrükangi;entonces se preso como un pollo;Then he presses like a chicken;;;
fey tukungi;ahi lo colocaron;They placed it;;;
fey eluenew ñi ñuke;eso me dijo mi madre;That told me my mother;;;
eluenew fün kanin ilo kanin;me dio pura carne de jote carne jote;He gave me pure meat jote meat;;;
ka kufün kanin pütokon;tambien jote cocido lo bebi;also cooked jote I drink it;;;
kufun kufunka;cocido cocido tambien;cooked too;;;
kufun kufun komu;en agua hervida hervida;in boiled boiled water;;;
korü korürüke;como sopa;Like soup;;;
korü kanin korü kanin;sopa de jote sopa de jote;Jote soup soup;;;
fey inmun;eso me comi;That ate;;;
